Product_ID,Sale_Date,Sales_Rep,Region,Region_and_Sales_Rep,Product_Category,Unit_Cost,Unit_Price,Quantity_Sold,Sales_Amount,Discount,Customer_Type,Payment_Method,Sales_Channel
1078,16-11-2023,David,East,East-David,Furniture,3459.61,3657.23,8,113.4,0.03,Returning,Bank Transfer,Online
1081,07-02-2023,David,East,East-David,Furniture,2782.08,2879.24,41,3068.03,0.21,New,Bank Transfer,Online
1036,20-10-2023,David,North,North-David,Clothing,1247.1,1429.44,49,6499.94,0.16,New,Cash,Online
1050,19-05-2023,Charlie,East,East-Charlie,Clothing,2158.69,2384.38,35,9744.52,0.09,Returning,Bank Transfer,Retail
1004,22-12-2023,Eve,North,North-Eve,Clothing,4840.33,4884.29,11,8485.9,0.13,New,Cash,Online
1002,29-11-2023,David,North,North-David,Furniture,3305.94,3599.27,24,333.59,0.09,New,Credit Card,Retail
1006,16-09-2023,Bob,North,North-Bob,Food,2843.76,3146.6,49,8995.75,0.08,New,Cash,Retail
1054,10-06-2023,Bob,South,South-Bob,Furniture,4668.14,5040.22,21,7853.66,0.05,New,Bank Transfer,Online
1004,27-06-2023,Alice,West,West-Alice,Electronics,2953.23,2977.52,2,7825.72,0.11,Returning,Credit Card,Retail
1054,10-01-2023,Eve,South,South-Eve,Furniture,2654.11,2929.32,40,4634.16,0.08,Returning,Cash,Online
1093,18-09-2023,David,West,West-David,Electronics,3808.59,3844.51,19,4040.25,0.21,New,Credit Card,Online
1063,18-05-2023,Bob,West,West-Bob,Food,3577.69,3931.25,39,3098.87,0.21,Returning,Cash,Retail
1018,21-06-2023,Eve,North,North-Eve,Clothing,1006.14,1043.45,28,750.38,0.15,New,Bank Transfer,Retail
1090,13-01-2023,Alice,East,East-Alice,Clothing,2382.98,2839.73,17,2359.53,0.23,Returning,Bank Transfer,Retail
1044,17-06-2023,Charlie,North,North-Charlie,Furniture,2388.95,2742.97,6,2541.38,0.25,Returning,Credit Card,Retail
1034,10-05-2023,Eve,East,East-Eve,Clothing,1922.21,2180.83,19,4892.36,0.17,Returning,Credit Card,Retail
1074,25-03-2023,Eve,West,West-Eve,Food,2610.6,2836.94,38,7499.7,0.19,Returning,Credit Card,Online
1062,17-11-2023,Charlie,North,North-Charlie,Clothing,2094.88,2168.91,28,4790.72,0.08,Returning,Cash,Retail
1100,15-11-2023,Eve,East,East-Eve,Furniture,1036.76,1189.35,2,672.66,0.27,New,Bank Transfer,Online
1014,11-04-2023,Alice,South,South-Alice,Food,2091.21,2527,38,9582.12,0.01,Returning,Credit Card,Online
1095,25-11-2023,Alice,East,East-Alice,Electronics,407.77,860.95,37,9432.97,0.1,New,Credit Card,Retail
1048,30-09-2023,Charlie,North,North-Charlie,Furniture,2900.14,2910.51,4,7873.38,0.22,New,Credit Card,Retail
1015,22-09-2023,David,South,South-David,Electronics,4275.59,4576.72,22,9914.15,0.02,Returning,Cash,Retail
1072,07-02-2023,Bob,East,East-Bob,Food,3640.17,4002.63,26,5490.38,0.05,New,Credit Card,Retail
1078,04-04-2023,David,East,East-David,Furniture,1833.95,2147.14,49,9631.41,0.18,Returning,Credit Card,Retail
1087,05-04-2023,Eve,East,East-Eve,Furniture,481,531.02,43,848.49,0.17,New,Cash,Online
1062,01-11-2023,Bob,East,East-Bob,Food,1050.64,1167.33,36,3720.24,0.22,New,Cash,Online
1040,10-03-2023,Charlie,East,East-Charlie,Clothing,2750.18,2882.85,13,2331.27,0.24,Returning,Credit Card,Online
1085,14-11-2023,Charlie,South,South-Charlie,Furniture,1074.93,1492.48,32,2038.75,0.04,Returning,Credit Card,Retail
1080,24-08-2023,Bob,West,West-Bob,Furniture,2742.67,2979.64,17,1493.95,0.01,Returning,Cash,Retail
1082,30-11-2023,Alice,South,South-Alice,Electronics,1196.42,1444.97,41,6261.9,0.21,Returning,Bank Transfer,Online
1053,17-05-2023,Bob,South,South-Bob,Clothing,4252.17,4720.27,36,7835.09,0.09,New,Cash,Retail
1024,17-03-2023,Eve,South,South-Eve,Electronics,2016.49,2338.66,46,5825.15,0.19,Returning,Bank Transfer,Retail
1026,04-02-2023,Alice,West,West-Alice,Electronics,1265.48,1715.83,19,1554.93,0.05,New,Credit Card,Retail
1089,01-01-2023,Charlie,North,North-Charlie,Clothing,4071.01,4304.7,35,8130.13,0.14,New,Credit Card,Online
1060,23-10-2023,Bob,West,West-Bob,Clothing,1747.05,1830.27,46,6395.95,0.15,New,Bank Transfer,Retail
1041,16-11-2023,David,South,South-David,Food,601.86,1067.53,40,3942.84,0.18,New,Cash,Online
1029,01-03-2023,David,East,East-David,Clothing,2873.53,3108.3,28,6773.89,0.15,New,Credit Card,Retail
1015,16-11-2023,Eve,East,East-Eve,Furniture,2928.74,3027.74,1,2673.06,0.15,New,Bank Transfer,Retail
1045,15-12-2023,David,South,South-David,Clothing,3587.74,3745.91,42,3517.4,0.1,Returning,Cash,Online
1065,24-11-2023,Bob,East,East-Bob,Food,1239.09,1273.98,18,9183.11,0.02,New,Bank Transfer,Retail
1089,24-09-2023,Bob,South,South-Bob,Food,2246.67,2486.14,48,2975.99,0.03,New,Cash,Retail
1071,27-12-2023,David,East,East-David,Food,1447.72,1875.75,40,4752.88,0.13,New,Cash,Retail
1009,17-08-2023,Bob,West,West-Bob,Clothing,450.72,918.17,33,8912.4,0.11,Returning,Cash,Online
1088,27-09-2023,Eve,North,North-Eve,Clothing,4389.24,4856.22,12,7106.44,0.15,Returning,Cash,Retail
1001,12-11-2023,Alice,North,North-Alice,Electronics,3657.91,3729.27,8,715.81,0.09,New,Bank Transfer,Retail
1008,13-10-2023,Eve,West,West-Eve,Electronics,1542.24,1739.45,24,1558.3,0.21,Returning,Bank Transfer,Retail
1088,18-10-2023,Eve,West,West-Eve,Furniture,3016.9,3040.73,16,177.63,0.26,New,Bank Transfer,Retail
1063,01-08-2023,Bob,South,South-Bob,Electronics,1046.26,1475.29,4,6346.13,0.09,Returning,Bank Transfer,Retail
1011,14-06-2023,Alice,South,South-Alice,Furniture,4456.67,4642.46,38,4531.97,0.06,New,Bank Transfer,Online
1081,05-01-2023,Bob,South,South-Bob,Food,618.79,938.04,44,1429.32,0.03,Returning,Cash,Online
1008,05-12-2023,Charlie,East,East-Charlie,Electronics,68.99,429.29,27,9583.55,0.18,Returning,Credit Card,Retail
1035,19-03-2023,Bob,South,South-Bob,Clothing,2534.94,2755.56,9,5343.63,0.13,Returning,Credit Card,Retail
1035,03-03-2023,Bob,West,West-Bob,Electronics,2936.48,3096.64,47,2494.74,0.06,New,Bank Transfer,Online
1033,12-05-2023,Bob,North,North-Bob,Furniture,2915.88,3397.36,16,5055.98,0.2,New,Bank Transfer,Retail
1005,30-03-2023,Alice,East,East-Alice,Electronics,319.83,802.43,12,6828.24,0.04,New,Credit Card,Retail
1041,25-08-2023,Bob,South,South-Bob,Food,1604.52,1756.34,31,854.77,0.17,Returning,Cash,Retail
1028,11-02-2023,Alice,East,East-Alice,Clothing,2521.03,2766.05,24,2819.57,0.16,Returning,Bank Transfer,Retail
1007,30-03-2023,David,East,East-David,Furniture,1122.07,1608.76,14,8088.96,0.22,New,Cash,Retail
1073,23-10-2023,Charlie,South,South-Charlie,Clothing,4369.5,4381.89,45,4650.68,0.02,Returning,Credit Card,Retail
1072,24-11-2023,Alice,East,East-Alice,Clothing,481.19,693.4,25,5511.11,0.27,New,Credit Card,Retail
1012,22-10-2023,David,North,North-David,Furniture,2462.55,2521.77,34,4384.88,0.21,New,Bank Transfer,Retail
1034,14-04-2023,Alice,West,West-Alice,Clothing,3472.51,3732,3,534.61,0.06,New,Cash,Online
1033,14-01-2023,Alice,West,West-Alice,Clothing,1345.67,1367.76,24,1740.92,0.06,New,Bank Transfer,Online
1048,15-10-2023,Charlie,North,North-Charlie,Electronics,3139.99,3349.37,42,4510.86,0.13,Returning,Credit Card,Retail
1023,28-06-2023,Eve,East,East-Eve,Clothing,4155.46,4273.6,9,2170.94,0.25,Returning,Cash,Retail
1062,05-05-2023,Eve,South,South-Eve,Clothing,992.17,1263.49,26,594.79,0.25,Returning,Bank Transfer,Retail
1088,19-12-2023,Alice,East,East-Alice,Clothing,4590.24,5088.28,20,8452.13,0.16,New,Bank Transfer,Retail
1037,23-01-2023,Bob,North,North-Bob,Clothing,2790.11,3192.37,40,9813.81,0.26,Returning,Bank Transfer,Online
1099,04-03-2023,David,East,East-David,Furniture,1531.2,1955.56,10,7952.11,0,New,Credit Card,Online
1044,23-05-2023,Bob,West,West-Bob,Food,2182.75,2504.03,19,8552.47,0.01,New,Bank Transfer,Online
1086,02-06-2023,Bob,East,East-Bob,Electronics,1595.35,1625.71,3,2495.57,0.27,New,Cash,Online
1091,25-05-2023,Alice,North,North-Alice,Clothing,3639.3,3750.63,24,9610.21,0.23,New,Bank Transfer,Retail
1035,13-08-2023,Alice,West,West-Alice,Clothing,3991.69,4454.97,5,2049.56,0.14,New,Credit Card,Retail
1065,05-11-2023,Alice,East,East-Alice,Furniture,4173.04,4362.44,3,9519.16,0.23,New,Bank Transfer,Retail
1099,14-04-2023,Alice,East,East-Alice,Food,4929.55,4990.33,27,9948.71,0.29,Returning,Credit Card,Online
1047,14-04-2023,Eve,West,West-Eve,Clothing,3966.86,4321.04,16,7146.06,0.23,Returning,Credit Card,Retail
1078,08-02-2023,Alice,South,South-Alice,Furniture,3026.85,3183.58,49,9813.32,0.25,Returning,Cash,Retail
1003,17-07-2023,Eve,West,West-Eve,Electronics,1729.14,1870.88,15,5738.44,0.23,Returning,Cash,Online
1001,14-05-2023,Eve,South,South-Eve,Electronics,2745.75,3244.76,35,2669.46,0.05,New,Bank Transfer,Online
1005,08-03-2023,Alice,North,North-Alice,Clothing,253.29,683.78,12,4426.26,0.25,New,Credit Card,Online
1090,28-06-2023,Charlie,North,North-Charlie,Clothing,3736.88,3946.77,41,5976.25,0.06,Returning,Credit Card,Online
1014,11-02-2023,David,West,West-David,Food,2257.48,2747.81,44,823.51,0.27,Returning,Cash,Online
1027,15-01-2023,Bob,West,West-Bob,Food,149.11,477.67,26,6261.2,0.14,Returning,Cash,Retail
1009,21-04-2023,Eve,North,North-Eve,Clothing,359.41,733,47,9813.66,0.2,Returning,Bank Transfer,Retail
1079,06-06-2023,David,South,South-David,Furniture,1967.96,1993.4,34,1982.07,0.15,Returning,Credit Card,Online
1015,16-10-2023,Charlie,North,North-Charlie,Food,2937.94,3007.53,23,7946.69,0.03,Returning,Cash,Retail
1090,19-08-2023,Bob,West,West-Bob,Clothing,2347.81,2668.02,31,9088.2,0.09,Returning,Bank Transfer,Retail
1042,06-06-2023,Bob,North,North-Bob,Food,3115.06,3565.58,20,9442.65,0.3,Returning,Credit Card,Retail
1077,07-02-2023,Eve,West,West-Eve,Clothing,2427.46,2743.09,12,9605.34,0.29,New,Credit Card,Retail
1051,07-04-2023,Alice,West,West-Alice,Electronics,3325.43,3401.1,23,5262.45,0.1,New,Cash,Online
1063,16-10-2023,Charlie,North,North-Charlie,Clothing,1134.67,1201.39,4,9775.35,0.3,New,Bank Transfer,Retail
1096,11-09-2023,Eve,South,South-Eve,Electronics,608.57,1032.22,23,7597.37,0.25,New,Cash,Retail
1052,15-07-2023,Charlie,East,East-Charlie,Food,3002.35,3080.61,48,1700.55,0.18,Returning,Bank Transfer,Retail
1096,27-03-2023,Alice,North,North-Alice,Clothing,2449.21,2714.12,48,4821.31,0.01,New,Credit Card,Online
1004,18-11-2023,Alice,East,East-Alice,Food,182.99,211.18,1,7211.48,0.27,Returning,Bank Transfer,Retail
1094,10-01-2023,Eve,North,North-Eve,Electronics,1933.39,1982.92,25,2548.67,0.17,New,Bank Transfer,Online
1023,05-01-2023,Alice,East,East-Alice,Clothing,575.32,914.77,2,6442.09,0.26,Returning,Bank Transfer,Online
1015,03-05-2023,David,South,South-David,Food,2680.22,3027.92,30,6699.34,0.25,Returning,Bank Transfer,Online
1043,26-11-2023,Bob,South,South-Bob,Electronics,2009.1,2186.42,3,1710.73,0.25,New,Bank Transfer,Online
1029,19-12-2023,Eve,North,North-Eve,Food,3085.1,3200.75,21,5694.34,0.21,New,Cash,Retail
1036,28-04-2023,Charlie,West,West-Charlie,Furniture,4037.73,4446.45,25,7739.11,0.09,Returning,Bank Transfer,Online
1013,21-10-2023,David,East,East-David,Electronics,1533.36,1649.74,20,5039.07,0.1,Returning,Bank Transfer,Online
1032,08-06-2023,Eve,West,West-Eve,Electronics,4812.41,5088,49,219.82,0.09,Returning,Credit Card,Online
1071,30-10-2023,Alice,West,West-Alice,Electronics,2701.39,3185.81,22,189.48,0.01,New,Bank Transfer,Online
1059,16-08-2023,Alice,West,West-Alice,Clothing,3110.54,3192.99,21,3634.59,0.17,New,Credit Card,Online
1086,31-12-2023,Alice,South,South-Alice,Clothing,3419.33,3890.36,33,9269.32,0.21,Returning,Cash,Retail
1028,04-08-2023,Alice,North,North-Alice,Clothing,3350.32,3449.94,38,2363.9,0.26,New,Cash,Online
1066,03-07-2023,Charlie,North,North-Charlie,Furniture,2579.31,2867.36,15,6380.2,0.04,Returning,Bank Transfer,Retail
1042,15-01-2023,David,South,South-David,Furniture,2172.38,2367.11,46,2298.55,0.16,New,Cash,Retail
1045,06-06-2023,Bob,South,South-Bob,Electronics,316.22,799.04,15,3284.53,0,New,Bank Transfer,Online
1062,16-05-2023,Charlie,North,North-Charlie,Furniture,159.32,303.36,46,8495.62,0.03,New,Cash,Retail
1057,18-09-2023,Charlie,West,West-Charlie,Food,1821.91,2027.74,25,7315.73,0.02,New,Bank Transfer,Retail
1006,06-06-2023,Bob,East,East-Bob,Electronics,1701.62,2193.22,21,1044.45,0.22,New,Bank Transfer,Retail
1028,16-02-2023,Bob,East,East-Bob,Electronics,1969.09,2241.96,24,4344.15,0.02,Returning,Credit Card,Online
1028,20-11-2023,Alice,East,East-Alice,Food,734.92,991.21,5,388.78,0.21,Returning,Credit Card,Online
1044,28-11-2023,Charlie,West,West-Charlie,Electronics,3703.93,3840.24,6,4860.81,0.07,New,Credit Card,Online
1084,22-06-2023,Eve,North,North-Eve,Furniture,4291.97,4645.64,49,6658.1,0.26,Returning,Credit Card,Online
1030,10-05-2023,Bob,South,South-Bob,Clothing,4696.64,4713.68,43,1273.18,0.24,Returning,Bank Transfer,Online
1062,05-04-2023,Bob,North,North-Bob,Food,2487.19,2521.45,48,2959.96,0.29,New,Cash,Online
1075,25-04-2023,David,West,West-David,Furniture,3519.29,3822.98,44,4038.58,0.27,Returning,Bank Transfer,Online
1092,31-08-2023,Eve,South,South-Eve,Food,4284.98,4462.4,47,9203.36,0.28,New,Credit Card,Retail
1089,19-10-2023,Eve,West,West-Eve,Food,2120.54,2597.67,23,9933.22,0.26,Returning,Credit Card,Retail
1062,09-10-2023,Bob,East,East-Bob,Electronics,1581.59,2034.15,4,544.62,0.21,Returning,Cash,Online
1097,26-10-2023,Alice,East,East-Alice,Electronics,4686.79,5046.51,27,7633.98,0.05,Returning,Credit Card,Retail
1001,10-10-2023,David,West,West-David,Furniture,2602.6,3013.49,18,3780.07,0.08,Returning,Bank Transfer,Online
1027,10-03-2023,Eve,South,South-Eve,Food,2511.41,2848.4,21,3985.34,0.06,Returning,Bank Transfer,Online
1062,28-05-2023,Bob,South,South-Bob,Electronics,933.16,1004.7,28,7567.22,0.18,Returning,Bank Transfer,Online
1077,11-01-2023,Eve,North,North-Eve,Electronics,585.37,970.49,35,9192.42,0.15,Returning,Bank Transfer,Retail
1003,11-09-2023,David,East,East-David,Food,4218.43,4331.42,22,9514.19,0.26,New,Bank Transfer,Online
1070,26-11-2023,David,North,North-David,Furniture,3089.96,3258.45,40,5813.51,0.29,New,Cash,Online
1072,26-12-2023,Charlie,North,North-Charlie,Furniture,1662.83,2074.25,23,3635.5,0.12,New,Bank Transfer,Online
1027,07-02-2023,Bob,West,West-Bob,Food,999.09,1271.99,3,7896.74,0.15,New,Credit Card,Online
1009,14-05-2023,David,West,West-David,Furniture,2799.71,3231.08,40,2584.91,0.29,Returning,Credit Card,Retail
1062,19-07-2023,Charlie,North,North-Charlie,Electronics,2940.4,3054.79,10,5684.33,0.08,Returning,Credit Card,Online
1037,23-01-2023,Charlie,East,East-Charlie,Food,1074.62,1382.43,25,3649.93,0.24,Returning,Credit Card,Retail
1097,30-10-2023,Eve,West,West-Eve,Electronics,4264.46,4315.52,49,6600.65,0.07,New,Cash,Retail
1051,12-12-2023,Eve,North,North-Eve,Clothing,467.11,792.21,8,2479.95,0.2,New,Credit Card,Online
1044,29-10-2023,Charlie,North,North-Charlie,Clothing,1812.66,2196.3,11,1996.77,0.08,New,Cash,Online
1024,29-12-2023,Eve,North,North-Eve,Furniture,3417.9,3714.52,5,9190.57,0.27,Returning,Credit Card,Retail
1079,06-08-2023,David,North,North-David,Clothing,1406.9,1547.35,45,1107.86,0.17,New,Cash,Retail
1059,21-05-2023,Alice,North,North-Alice,Electronics,4146.99,4172.35,37,5108.98,0.06,Returning,Cash,Retail
1032,14-04-2023,David,North,North-David,Clothing,3712.35,3780.88,45,2286.44,0.07,New,Cash,Retail
1096,29-07-2023,Charlie,West,West-Charlie,Electronics,3955.66,4270.59,38,485.41,0.15,Returning,Credit Card,Online
1088,21-04-2023,Charlie,East,East-Charlie,Furniture,639.58,1107.45,29,456.59,0.29,New,Cash,Retail
1052,14-04-2023,David,North,North-David,Furniture,745.71,856.91,5,1834.7,0.23,Returning,Bank Transfer,Retail
1062,12-11-2023,Eve,South,South-Eve,Electronics,1468.05,1838.21,9,8681.03,0.15,New,Bank Transfer,Retail
1058,20-06-2023,Eve,West,West-Eve,Clothing,2614.48,3049.04,48,2896.54,0.1,New,Credit Card,Retail
1052,22-12-2023,Charlie,West,West-Charlie,Furniture,3752.68,4017.91,2,9509.55,0.16,Returning,Bank Transfer,Online
1012,20-11-2023,Bob,North,North-Bob,Food,4190.83,4528.77,1,5858.06,0.22,Returning,Bank Transfer,Online
1039,13-05-2023,Eve,West,West-Eve,Furniture,3536.46,3945.82,40,4422.48,0.24,New,Bank Transfer,Online
1002,20-10-2023,David,North,North-David,Clothing,4646.55,4784.28,30,5842.88,0.1,Returning,Credit Card,Retail
1003,24-11-2023,Eve,East,East-Eve,Food,3706.78,3862.26,11,5215.31,0.22,New,Credit Card,Retail
1056,07-05-2023,David,East,East-David,Clothing,1566.03,1576.34,28,7611.88,0.2,Returning,Bank Transfer,Online
1081,16-04-2023,Charlie,West,West-Charlie,Electronics,1362.15,1844.07,44,2896.71,0.29,New,Credit Card,Online
1059,02-04-2023,Eve,West,West-Eve,Food,3496.15,3955.75,12,3595.2,0.28,Returning,Cash,Retail
1002,14-10-2023,David,South,South-David,Clothing,1004.71,1389.35,39,8951.53,0.24,New,Bank Transfer,Online
1002,20-02-2023,Charlie,West,West-Charlie,Food,508.94,557.69,26,9469.92,0.22,New,Credit Card,Retail
1092,29-01-2023,Bob,South,South-Bob,Clothing,2684.5,2913.78,13,8936.33,0.08,New,Credit Card,Retail
1054,23-10-2023,David,East,East-David,Food,4117.13,4177.06,8,4252.54,0.25,Returning,Bank Transfer,Retail
1087,24-10-2023,Bob,East,East-Bob,Clothing,551.83,569.63,28,7825.62,0.13,New,Credit Card,Retail
1096,02-08-2023,Bob,North,North-Bob,Electronics,3969.86,4281.79,30,4815.72,0.08,Returning,Bank Transfer,Retail
1097,24-09-2023,Alice,East,East-Alice,Food,4067.28,4548.09,9,5025.64,0.12,Returning,Credit Card,Retail
1001,14-09-2023,Eve,South,South-Eve,Food,2437.26,2889.67,39,2126.33,0.25,Returning,Cash,Online
1019,29-10-2023,David,West,West-David,Food,333.69,685.1,31,5952.19,0.04,New,Bank Transfer,Online
